# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 00:04:01 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;eth0;9.00;4.00;3.09;1.15;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;lo;6.00;6.00;0.48;0.48;0.00;0.00;0.00
node1;1;2021-04-27 00:04:02 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;eth0;59.00;27.00;56.16;19.06;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;lo;12.00;12.00;17.99;17.99;0.00;0.00;0.00
node1;1;2021-04-27 00:04:03 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;eth0;48.00;14.00;54.30;3.36;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;lo;4.00;4.00;0.64;0.64;0.00;0.00;0.00
node1;1;2021-04-27 00:04:04 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:05 UTC;eth0;35.00;31.00;14.03;19.46;0.00;0.00;0.00
node1;1;2021-04-27 00:04:05 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:05 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:05 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
