# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
osd2;1;2021-04-26 21:51:53 UTC;-1;0.10;0.00;0.08;1.73;0.00;0.00;0.00;0.00;0.00;98.10
osd2;1;2021-04-26 21:51:54 UTC;-1;0.10;0.00;0.15;1.50;0.00;0.00;0.00;0.00;0.00;98.25
osd2;1;2021-04-26 21:51:55 UTC;-1;0.08;0.00;0.15;0.98;0.00;0.00;0.00;0.00;0.00;98.80
osd2;1;2021-04-26 21:51:56 UTC;-1;0.10;0.00;0.18;0.90;0.00;0.00;0.00;0.00;0.00;98.82
osd2;1;2021-04-26 21:51:57 UTC;-1;0.10;0.00;0.20;1.30;0.00;0.00;0.00;0.00;0.00;98.40
osd2;1;2021-04-26 21:51:58 UTC;-1;0.10;0.00;0.15;1.28;0.00;0.00;0.03;0.00;0.00;98.45
osd2;1;2021-04-26 21:51:59 UTC;-1;0.08;0.00;0.18;0.78;0.00;0.00;0.00;0.00;0.00;98.97
osd2;1;2021-04-26 21:52:00 UTC;-1;0.10;0.00;0.15;1.00;0.00;0.00;0.00;0.00;0.00;98.75
osd2;1;2021-04-26 21:52:01 UTC;-1;0.13;0.00;0.15;0.90;0.00;0.00;0.00;0.00;0.00;98.82
osd2;1;2021-04-26 21:52:02 UTC;-1;0.08;0.00;0.15;0.98;0.00;0.00;0.00;0.00;0.00;98.80
osd2;1;2021-04-26 21:52:03 UTC;-1;0.08;0.00;0.15;0.78;0.00;0.00;0.00;0.00;0.00;99.00
osd2;1;2021-04-26 21:52:04 UTC;-1;0.08;0.00;0.18;0.63;0.00;0.00;0.00;0.00;0.00;99.12
osd2;1;2021-04-26 21:52:05 UTC;-1;0.10;0.00;0.18;0.62;0.00;0.00;0.03;0.00;0.00;99.08
osd2;1;2021-04-26 21:52:06 UTC;-1;0.08;0.00;0.13;2.13;0.00;0.00;0.00;0.00;0.00;97.67
osd2;1;2021-04-26 21:52:07 UTC;-1;0.05;0.00;0.13;1.00;0.00;0.00;0.00;0.00;0.00;98.82
osd1;1;2021-04-26 21:51:20 UTC;-1;0.10;0.00;0.21;0.35;0.00;0.00;0.02;0.00;0.00;99.31
osd1;1;2021-04-26 21:51:21 UTC;-1;0.08;0.00;0.17;0.33;0.00;0.00;0.00;0.00;0.00;99.42
osd1;1;2021-04-26 21:51:22 UTC;-1;0.25;0.00;0.27;0.27;0.00;0.00;0.02;0.00;0.00;99.19
osd1;1;2021-04-26 21:51:23 UTC;-1;0.13;0.00;0.21;0.48;0.00;0.00;0.02;0.00;0.00;99.17
