# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
osd2;1;2021-04-26 19:04:49 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:50 UTC;-1;0.05;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 19:04:58 UTC;-1;0.02;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;99.96
node1;1;2021-04-26 19:04:59 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.88
node1;1;2021-04-26 19:05:00 UTC;-1;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.96
osd2;1;2021-04-26 19:04:51 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.03;0.00;0.00;99.85
node1;1;2021-04-26 19:05:01 UTC;-1;0.02;0.00;0.04;0.06;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:52 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:04:53 UTC;-1;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:54 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:55 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:04:56 UTC;-1;0.03;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;99.85
osd2;1;2021-04-26 19:04:57 UTC;-1;0.10;0.00;0.20;0.00;0.00;0.00;0.03;0.00;0.00;99.67
osd2;1;2021-04-26 19:04:58 UTC;-1;0.10;0.00;0.18;0.00;0.00;0.00;0.03;0.00;0.00;99.70
osd2;1;2021-04-26 19:04:59 UTC;-1;0.13;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.67
osd2;1;2021-04-26 19:05:00 UTC;-1;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
osd2;1;2021-04-26 19:05:01 UTC;-1;0.05;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.87
osd2;1;2021-04-26 19:05:02 UTC;-1;0.05;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.85
node1;1;2021-04-26 19:05:02 UTC;-1;0.02;0.00;0.02;0.08;0.00;0.00;0.00;0.00;0.00;99.88
osd2;1;2021-04-26 19:05:03 UTC;-1;0.05;0.00;0.07;0.00;0.00;0.00;0.03;0.00;0.00;99.85
node1;1;2021-04-26 19:05:03 UTC;-1;0.02;0.00;0.02;0.06;0.00;0.00;0.00;0.00;0.00;99.90
osd2;1;2021-04-26 19:05:04 UTC;-1;0.03;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;99.90
osd1;1;2021-04-26 19:05:05 UTC;-1;0.02;0.00;0.10;0.02;0.00;0.00;0.00;0.00;0.00;99.85
osd1;1;2021-04-26 19:05:06 UTC;-1;0.02;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;99.94
osd1;1;2021-04-26 19:05:07 UTC;-1;0.06;0.00;0.06;0.08;0.00;0.00;0.00;0.00;0.00;99.79
osd1;1;2021-04-26 19:05:08 UTC;-1;0.04;0.00;0.06;0.00;0.00;0.00;0.02;0.00;0.00;99.87
osd1;1;2021-04-26 19:05:09 UTC;-1;0.02;0.00;0.10;0.02;0.00;0.00;0.00;0.00;0.00;99.85
