# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
osd2;1;2021-04-27 06:26:05 UTC;eth0;46383.17;29251.49;67119.71;40660.28;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:05 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:08 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:05 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:08 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:06 UTC;eth0;46695.00;27420.00;67789.33;37805.67;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:06 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:06 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:09 UTC;eth0;62301.00;32435.00;90382.65;44293.10;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:07 UTC;eth0;62193.00;33111.00;90370.18;45384.64;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:09 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:07 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:09 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:07 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:08 UTC;eth0;46762.00;26699.00;67793.44;36721.04;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:08 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:08 UTC;lo;3.00;3.00;0.24;0.24;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:09 UTC;eth0;62090.00;30170.00;90367.42;41078.91;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:09 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:09 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:10 UTC;eth0;62412.00;37512.00;90383.52;51865.95;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:09 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:10 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:10 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:11 UTC;eth0;46765.00;30205.00;67781.56;42108.01;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:09 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:11 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:10 UTC;eth0;45793.00;20175.00;66698.46;27081.68;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;lo;7.00;7.00;13.83;13.83;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:10 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:12 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;eth0;20.00;20.00;9.95;14.37;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:10 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:11 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
